latency_ns
1423
1513
1533
1573
1583
1583
1593
1613
1623
1623
1623
1643
1643
1643
1643
1673
1673
1693
1693
1713
1714
1723
1733
1733
1734
1734
1734
1734
1743
1744
1754
1763
1773
1773
1774
1783
1784
1803
1803
1804
1823
1824
1834
1843
1844
1853
1853
1853
1854
1863
1864
1874
1874
1883
1893
1893
1894
1904
1904
1913
1913
1914
1934
1943
1953
1953
1953
1954
1954
1954
1954
1954
1963
1964
1964
1964
1974
1974
1974
1984
1984
1984
1984
1994
1994
1994
1994
1994
2003
2004
2004
2014
2014
2014
2024
2024
2024
2024
2024
2024
2034
2034
2034
2044
2044
2054
2064
2064
2064
2064
2064
2074
2074
2084
2094
2094
2094
2094
2104
2104
2104
2104
2114
2114
2124
2124
2124
2124
2134
2144
2154
2154
2164
2164
2174
2174
2174
2174
2184
2194
2204
2204
2214
2224
2224
2225
2255
2284
2285
2314
2334
2354
2354
2354
2365
2384
2395
2405
2405
2415
2424
2424
2434
2434
2445
2455
2465
2465
2475
2475
2485
2495
2504
2505
2515
2525
2545
2545
2555
2555
2574
2574
2575
2575
2575
2575
2585
2595
2605
2605
2605
2605
2615
2635
2635
2635
2636
2645
2645
2655
2655
2675
2675
2675
2676
2685
2686
2695
2695
2705
2705
2715
2715
2725
2725
2725
2735
2736
2736
2745
2755
2756
2765
2765
2765
2766
2775
2785
2785
2785
2795
2795
2795
2795
2805
2806
2816
2825
2825
2846
2856
2856
2875
2885
2886
2895
2896
2905
2906
2915
2915
2915
2925
2925
2926
2936
2956
2956
2975
2985
2986
2986
2995
2996
2996
3005
3016
3026
3036
3036
3036
3046
3056
3056
3056
3066
3066
3076
3086
3086
3095
3096
3106
3106
3116
3116
3126
3126
3136
3156
3156
3156
3156
3166
3166
3166
3166
3176
3176
3176
3196
3196
3206
3216
3226
3236
3236
3236
3247
3247
3266
3266
3267
3286
3286
3286
3296
3306
3307
3326
3326
3336
3346
3356
3376
3396
3456
3457
3467
3497
3497
3507
3517
3536
3557
3566
3566
3587
3627
3627
3647
3657
3657
3657
3667
3678
3687
3687
3688
3707
3707
3717
3737
3758
3797
3818
3887
3897
3907
3927
3927
3988
3998
4018
4037
4098
4098
4108
4118
4118
4128
4138
4138
4138
4138
4148
4148
4198
4208
4208
4218
4228
4228
4239
4248
4248
4258
4268
4269
4308
4308
4338
4359
4359
4379
4379
4389
4389
4398
4418
4419
4428
4439
4449
4449
4469
4488
4489
4489
4508
4528
4539
4539
4549
4579
4638
4639
4649
4649
4659
4669
4679
4689
4689
4709
4709
4719
4729
4739
4739
4759
4769
4769
4769
4770
4779
4779
4799
4809
4839
4850
4860
4899
4910
4919
4919
4920
4930
4959
4960
4969
4970
4979
4980
4990
5009
5019
5029
5039
5050
5060
5070
5090
5100
5110
5110
5110
5110
5110
5120
5130
5139
5140
5140
5160
5169
5179
5180
5190
5210
5210
5220
5220
5230
5230
5230
5230
5230
5230
5240
5250
5250
5250
5250
5250
5260
5270
5270
5280
5280
5280
5280
5280
5290
5300
5311
5320
5330
5340
5350
5350
5350
5360
5360
5361
5371
5380
5381
5390
5390
5390
5400
5400
5400
5400
5401
5411
5411
5420
5420
5420
5421
5430
5430
5431
5440
5460
5480
5481
5481
5481
5490
5490
5490
5491
5491
5500
5510
5511
5521
5521
5521
5530
5540
5541
5541
5541
5551
5551
5560
5560
5561
5561
5561
5600
5610
5611
5611
5611
5611
5621
5621
5641
5641
5651
5651
5671
5700
5700
5721
5721
5721
5741
5741
5761
5791
5791
5801
5801
5821
5841
5842
5852
5861
5861
5871
5911
5931
5942
5952
5962
6002
6012
6021
6041
6052
6052
6062
6062
6071
6072
6081
6131
6132
6132
6142
6142
6142
6142
6151
6151
6161
6162
6191
6202
6212
6222
6222
6232
6241
6242
6252
6252
6252
6252
6252
6262
6272
6272
6272
6282
6282
6282
6292
6292
6302
6322
6322
6322
6322
6322
6332
6332
6342
6342
6342
6342
6352
6362
6372
6373
6382
6382
6392
6393
6403
6432
6452
6452
6483
6502
6552
6573
6583
6642
6682
6692
6693
6753
6753
6753
6763
6773
6773
6843
6843
6883
6914
6923
6933
6944
6974
7013
7023
7033
7054
7084
7093
7144
7184
7184
7213
7274
7314
7334
7334
7344
7364
7364
7415
7455
7465
7505
7525
7534
7565
7605
7614
7624
7664
7685
7734
7744
7745
7764
7764
7785
7795
7815
7855
7906
7945
7955
7965
7966
8005
8065
8066
8085
8116
8136
8196
8196
8216
8256
8275
8276
8286
8306
8366
8396
8406
8436
8436
8456
8477
8506
8526
8536
8536
8587
8587
8616
8617
8626
8637
8656
8687
8727
8747
8747
8757
8797
8807
8816
8846
8857
8897
9028
9057
9187
9278
9338
9358
9378
9408
9428
9448
9488
9488
9528
9569
9579
9629
9639
9679
9689
9709
9789
9799
9859
9869
9879
9909
9939
9949
10039
10079
10089
10230
10299
10300
10310
10320
10320
10339
10370
10470
10500
10520
10580
10651
10660
10691
10731
10811
10820
10851
10881
10901
10951
11031
11051
11051
11111
11111
11122
11132
11141
11162
11201
11201
11272
11302
11302
11312
11332
11332
11352
11502
11542
11632
11682
11712
11782
11833
11872
11882
11883
11903
11903
11903
11913
12023
12043
12043
12133
12153
12193
12213
12214
12233
12244
12253
12274
12283
12303
12313
12333
12343
12344
12353
12373
12393
12413
12414
12434
12444
12464
12474
12494
12514
12584
12594
12624
12634
12634
12645
12865
12905
13024
13055
13105
13145
13205
13235
13246
13325
13335
13416
13545
13556
13606
13666
13716
13807
13817
13826
13866
13946
13966
14027
14057
14097
14107
14117
14117
14127
14137
14177
14217
14227
14247
14247
14377
14397
14408
14417
14428
14478
14528
14588
14598
14638
14648
14738
14748
14878
14899
14908
14928
14978
14978
14979
14988
15048
15069
15069
15109
15209
15249
15259
15259
15279
15279
15299
15420
15440
15470
15510
15620
15670
15720
15730
15771
15780
16011
16100
16141
16181
16211
16221
16231
16272
16281
16311
16341
16382
16391
16481
16491
16511
16552
16582
16612
16782
16782
16872
16942
16962
16972
17002
17093
17193
17243
17253
17283
17293
17303
17403
17464
17614
17733
17814
17944
17974
17995
18195
18204
18225
18435
18505
18645
18956
18977
19017
19036
19106
19177
19197
19407
19407
19468
20068
20409
21130
21390
21701
21712
21742
21821
21962
22192
22253
22283
22333
22353
22393
22403
22443
22473
22483
22523
22533
22603
22693
22694
22713
22734
22753
22754
22763
22773
22793
22794
22834
22844
22844
22864
22874
22884
22904
22914
22924
22934
22944
22964
22974
22974
22974
23004
23024
23034
23034
23034
23044
23064
23064
23064
23064
23064
23084
23084
23095
23104
23104
23104
23114
23114
23125
23134
23134
23154
23154
23175
23194
23205
23214
23224
23234
23235
23274
23274
23295
23304
23305
23344
23344
23345
23345
23345
23345
23375
23385
23405
23425
23465
23475
23485
23495
23505
23505
23505
23505
23515
23515
23515
23525
23525
23535
23545
23555
23565
23565
23565
23575
23576
23615
23615
23615
23645
23655
23655
23675
23675
23695
23695
23695
23705
23715
23735
23736
23755
23755
23786
23855
23865
23875
23906
23906
23956
23996
24036
24056
24076
24086
24126
24156
24156
24226
24276
24307
24317
24426
24427
24457
24457
24466
24497
24517
24577
24597
24607
24607
24647
24707
24717
24727
24748
24787
24787
24837
24838
24897
24917
24937
25017
25038
25048
25098
25158
25198
25228
25238
25268
25308
25309
25459
25499
25519
25689
25739
25890
26070
26100
26311
26320
26331
26351
26370
26380
26540
26581
26651
26731
26811
26822
26851
26872
26921
26931
27022
27052
27122
27242
27482
27653
27824
28033
28033
28123
28314
28414
28715
28795
28925
28946
29116
29226
29256
29266
29517
29657
30288
30398
31149
31370
31992
33253
33304
34616
35318
37221
37392
37732
42672
45678
49685
49785
50918
51599
51709
52109
53673
53693
54864
55195
57079
57470
57941
83540
